lat,lon,zoom,dominant_class,vegetation_pct,bare_land_pct,water_pct,urban_pct,agriculture_pct,forest_pct
-41.826461,-10.849589,18,vegetation,0.4366,0.0871,0.1435,0.0222,0.2631,0.0474
-8.454649,-75.088655,18,forest,0.1922,0.0704,0.0169,0.0051,0.0464,0.669
31.477956,13.474214,18,vegetation,0.5741,0.1253,0.0697,0.0972,0.1234,0.0104
-25.256549,38.554927,18,bare_land,0.0754,0.6256,0.1077,0.0022,0.0533,0.1358
58.582766,118.53122,18,vegetation,0.4931,0.0023,0.1298,0.281,0.0755,0.0183
22.409388,-97.232476,18,urban,0.0159,0.2045,0.0313,0.4979,0.1315,0.1189
-50.922922,-135.560756,18,bare_land,0.104,0.656,0.0135,0.0489,0.0389,0.1387
49.816681,19.648135,18,urban,0.1143,0.2602,0.006,0.4276,0.0748,0.1171
46.444452,-145.499085,18,agriculture,0.0069,0.146,0.094,0.0844,0.3869,0.2817
-43.779364,-159.0044,18,agriculture,0.0766,0.1057,0.0568,0.0764,0.655,0.0295
17.334084,-48.468783,18,bare_land,0.1506,0.3752,0.0704,0.1965,0.0667,0.1406
-1.917101,147.271887,18,forest,0.0416,0.0833,0.0276,0.2334,0.0944,0.5196
-57.421349,-44.071197,18,vegetation,0.3543,0.1184,0.1097,0.0433,0.1908,0.1836
-25.23555,-166.365557,18,bare_land,0.0727,0.4936,0.0157,0.3485,0.0638,0.0056
-0.665176,50.075098,18,vegetation,0.4006,0.2019,0.1279,0.0528,0.171,0.0458
23.557283,132.777023,18,agriculture,0.0135,0.0176,0.0456,0.1716,0.6866,0.0652
-10.102667,-156.578473,18,urban,0.0425,0.4209,0.0121,0.4512,0.0129,0.0604
-0.429673,54.579834,18,forest,0.0224,0.2929,0.0552,0.2312,0.0007,0.3976
-2.686337,-52.625512,18,forest,0.0995,0.0741,0.0205,0.261,0.009,0.5358
6.281386,94.608082,18,vegetation,0.3898,0.0256,0.094,0.1679,0.2946,0.0282
3.054524,170.518293,18,vegetation,0.6732,0.0033,0.0605,0.1253,0.0575,0.0802
47.239247,-124.180626,18,agriculture,0.094,0.2588,0.0666,0.003,0.4695,0.1082
-2.114901,47.696911,18,forest,0.1559,0.0895,0.0526,0.0141,0.1656,0.5224
25.952074,123.521981,18,urban,0.1363,0.1361,0.0419,0.4101,0.2105,0.065
52.714205,-125.036592,18,bare_land,0.103,0.4105,0.2359,0.0564,0.0591,0.1351
-29.289336,-139.631906,18,urban,0.2287,0.052,0.0901,0.5848,0.024,0.0205
-1.283654,138.000596,18,forest,0.0484,0.1565,0.0999,0.1422,0.1207,0.4322
-27.808137,16.588149,18,bare_land,0.084,0.5164,0.2202,0.0972,0.0736,0.0085
30.422538,-101.993354,18,vegetation,0.6954,0.0738,0.0357,0.1451,0.002,0.048
16.623014,-48.418262,18,bare_land,0.1992,0.448,0.0987,0.0025,0.2064,0.0452
-58.366684,87.006203,18,vegetation,0.6893,0.0168,0.0417,0.0794,0.0538,0.119
-42.622737,46.853747,18,agriculture,0.0009,0.2621,0.0221,0.0839,0.6278,0.0032
-36.846482,-94.868389,18,vegetation,0.5857,0.0346,0.0133,0.0618,0.1309,0.1737
-11.315344,-147.371359,18,urban,0.0029,0.132,0.2444,0.587,0.0291,0.0045
52.313408,-120.102805,18,bare_land,0.0759,0.6333,0.0646,0.1112,0.1112,0.0038
29.188938,-133.036964,18,agriculture,0.118,0.0315,0.0441,0.2847,0.4895,0.0322
48.496685,163.236674,18,agriculture,0.0391,0.0134,0.2227,0.0939,0.3869,0.244
9.8499,-66.083135,18,forest,0.2294,0.1532,0.021,0.0796,0.1506,0.3662
6.489555,35.286028,18,vegetation,0.352,0.2677,0.0181,0.2416,0.0105,0.1101
37.031295,49.567562,18,agriculture,0.1346,0.0016,0.0379,0.1941,0.6309,0.0008
-8.136198,-49.855983,18,forest,0.0172,0.3817,0.032,0.0622,0.1185,0.3883
56.717072,102.017841,18,vegetation,0.5176,0.0472,0.1103,0.0339,0.0128,0.2781
-39.776215,29.203026,18,agriculture,0.0423,0.1147,0.0745,0.001,0.4782,0.2892
-54.73862,-10.505276,18,vegetation,0.468,0.0804,0.2516,0.0475,0.08,0.0725
14.176454,120.935978,18,urban,0.0608,0.0569,0.1686,0.6273,0.0807,0.0056
-4.249216,148.566271,18,vegetation,0.4904,0.0503,0.3211,0.0679,0.0555,0.0149
-21.930186,164.556211,18,bare_land,0.0985,0.3733,0.0033,0.063,0.2749,0.1869
0.090133,177.840241,18,forest,0.0232,0.0404,0.0735,0.0727,0.102,0.6882
-51.077398,86.785953,18,vegetation,0.3823,0.0003,0.2528,0.1157,0.1817,0.0671
-22.768155,159.815241,18,urban,0.0031,0.1573,0.0617,0.3687,0.2452,0.164
47.133704,53.830476,18,agriculture,0.1251,0.0053,0.0188,0.1439,0.6766,0.0303
-35.244429,135.661725,18,agriculture,0.0555,0.0216,0.0537,0.0052,0.3862,0.4777
54.283822,47.32758,18,bare_land,0.0145,0.5093,0.1054,0.0361,0.1321,0.2026
-17.081272,121.8895,18,agriculture,0.0411,0.0001,0.3785,0.0805,0.3543,0.1456
28.29994,-65.810741,18,bare_land,0.2082,0.6234,0.059,0.005,0.0566,0.0478
55.112085,126.648149,18,bare_land,0.1047,0.393,0.0202,0.3378,0.0654,0.0789
55.247268,74.651013,18,bare_land,0.0906,0.6427,0.0136,0.0091,0.2435,0.0005
-12.509322,-22.860692,18,agriculture,0.0207,0.0214,0.1331,0.1407,0.6684,0.0158
-8.948544,177.404187,18,forest,0.0444,0.0036,0.1105,0.3991,0.0481,0.3942
-53.422302,6.666995,18,vegetation,0.3842,0.1466,0.2311,0.0544,0.134,0.0497
-9.291664,-65.30323,18,vegetation,0.6459,0.115,0.0354,0.025,0.0942,0.0845
-31.965524,160.762259,18,vegetation,0.5532,0.1405,0.0517,0.0963,0.0597,0.0987
-25.440884,-145.393754,18,bare_land,0.3103,0.5165,0.0055,0.1344,0.0329,0.0003
-25.127912,-26.89491,18,bare_land,0.0051,0.5715,0.2076,0.0438,0.0678,0.1042
22.072958,50.030798,18,urban,0.1879,0.0386,0.1483,0.4999,0.0431,0.0822
-46.622894,108.26216,18,urban,0.0078,0.0529,0.3009,0.4296,0.0226,0.1861
56.029137,49.941271,18,vegetation,0.4573,0.1292,0.0722,0.069,0.1106,0.1617
18.527001,55.090816,18,urban,0.0167,0.1932,0.0831,0.5141,0.0301,0.1629
0.235572,-50.309684,18,forest,0.0273,0.2235,0.0338,0.0042,0.0683,0.6428
-21.627611,-88.519289,18,bare_land,0.0069,0.6283,0.0361,0.0367,0.2593,0.0327
-20.70313,-36.781874,18,urban,0.0073,0.0615,0.0404,0.5938,0.1428,0.1543
-57.450465,80.733485,18,vegetation,0.3614,0.0431,0.0548,0.1258,0.365,0.05
-27.971845,82.771731,18,agriculture,0.0253,0.2843,0.0688,0.1048,0.4894,0.0274
16.212724,-118.111964,18,bare_land,0.0453,0.4991,0.0897,0.0385,0.1448,0.1826
37.49975,79.581489,18,urban,0.0639,0.1117,0.0569,0.6402,0.0515,0.0758
47.095002,-170.665281,18,urban,0.0162,0.0444,0.0906,0.6989,0.0731,0.0767
31.456597,-125.966503,18,urban,0.1668,0.0443,0.0073,0.6376,0.0999,0.0441
-42.177593,117.359422,18,agriculture,0.1069,0.1181,0.0624,0.2636,0.4234,0.0256
-18.454051,116.843043,18,urban,0.1233,0.0304,0.0323,0.6416,0.0851,0.0872
-9.045802,68.064046,18,vegetation,0.6853,0.0596,0.0226,0.0741,0.0926,0.0657
25.007065,-112.093575,18,bare_land,0.0971,0.4604,0.1683,0.112,0.0882,0.074
34.123087,63.444264,18,vegetation,0.6029,0.0047,0.0091,0.0866,0.1355,0.1613
47.565966,-86.07456,18,vegetation,0.5773,0.0606,0.1318,0.0681,0.0005,0.1616
-53.950285,129.394737,18,vegetation,0.6987,0.041,0.0272,0.1709,0.0499,0.0123
44.38838,50.758734,18,agriculture,0.1248,0.075,0.038,0.0572,0.6522,0.0527
-0.996431,38.806277,18,vegetation,0.4884,0.0932,0.0147,0.1914,0.0442,0.1681
-5.540217,-99.890272,18,vegetation,0.4978,0.0641,0.0105,0.2674,0.1122,0.048
-31.277607,-142.67925,18,urban,0.01,0.0072,0.0078,0.6609,0.1974,0.1168
-20.61921,-45.735953,18,urban,0.257,0.109,0.1851,0.3655,0.0547,0.0288
39.874262,112.50194,18,urban,0.0408,0.0089,0.0335,0.6061,0.2409,0.0698
-32.622332,-118.754171,18,agriculture,0.1463,0.0919,0.0819,0.0371,0.5452,0.0976
36.639602,-158.675583,18,urban,0.047,0.0459,0.1224,0.5514,0.1574,0.0758
58.0777,170.980212,18,vegetation,0.6856,0.039,0.0255,0.1298,0.1044,0.0158
-46.607235,113.672798,18,urban,0.0641,0.1712,0.0463,0.5439,0.0147,0.1599
37.16498,-104.709517,18,agriculture,0.0387,0.1947,0.049,0.0422,0.4803,0.1951
-27.605177,35.484473,18,urban,0.0739,0.1285,0.0366,0.6254,0.0622,0.0734
58.152807,-22.438444,18,bare_land,0.044,0.5403,0.1607,0.1038,0.056,0.0952
8.983548,-37.55213,18,forest,0.0111,0.1002,0.1929,0.0092,0.0418,0.6448
-58.16929,-64.48571,18,bare_land,0.1058,0.6714,0.0647,0.1102,0.0293,0.0186
50.066332,18.637093,18,bare_land,0.0114,0.5835,0.0632,0.1567,0.0932,0.092
18.229167,-96.356901,18,agriculture,0.3099,0.0269,0.1223,0.1268,0.3703,0.0438
10.987126,19.20008,18,bare_land,0.022,0.6865,0.0467,0.0929,0.0692,0.0827
-15.4682,97.252021,18,bare_land,0.0179,0.4624,0.0984,0.3406,0.0524,0.0284
32.616689,-42.722782,18,vegetation,0.5884,0.1653,0.0378,0.0622,0.0074,0.1389
31.866074,-96.14593,18,agriculture,0.3132,0.0097,0.1206,0.0054,0.5506,0.0005
58.705022,32.501752,18,vegetation,0.6102,0.01,0.0345,0.0357,0.0153,0.2943
-37.162447,66.664387,18,agriculture,0.004,0.2945,0.1558,0.0118,0.5207,0.0132
-1.72255,47.168841,18,vegetation,0.3596,0.0326,0.0299,0.0254,0.257,0.2956
-58.251878,174.587546,18,vegetation,0.5311,0.0211,0.0241,0.0222,0.0181,0.3833
-27.563841,170.558725,18,agriculture,0.0893,0.0742,0.0978,0.0282,0.3944,0.316
45.48938,151.553694,18,agriculture,0.2194,0.0116,0.0872,0.0421,0.6187,0.021
-19.765365,140.798582,18,agriculture,0.0089,0.0351,0.1855,0.1161,0.6325,0.022
-5.964445,-122.793554,18,vegetation,0.5675,0.0098,0.1964,0.1453,0.0679,0.0131
-31.901448,70.316421,18,urban,0.2888,0.0168,0.0996,0.4623,0.0897,0.0428
34.755153,125.940129,18,urban,0.0969,0.0551,0.1089,0.6509,0.0664,0.0218
54.175434,-19.188623,18,bare_land,0.067,0.6385,0.0394,0.0552,0.1889,0.0109
-28.764001,153.556989,18,urban,0.0445,0.1492,0.1678,0.4765,0.1063,0.0557
-20.900302,-5.635652,18,agriculture,0.0314,0.3864,0.0539,0.0373,0.3534,0.1377
35.867085,36.510585,18,urban,0.0146,0.0149,0.335,0.5878,0.0399,0.0078
43.691428,-151.762215,18,agriculture,0.0101,0.0174,0.3045,0.0005,0.4722,0.1952
-51.340691,-88.256554,18,vegetation,0.6837,0.0018,0.0137,0.0982,0.0505,0.1521
-55.175965,-74.232664,18,bare_land,0.1379,0.4525,0.0878,0.0272,0.212,0.0825
3.41076,-104.01967,18,forest,0.01,0.1805,0.1003,0.233,0.0034,0.4729
12.601386,129.483869,18,agriculture,0.0417,0.0548,0.0621,0.053,0.4987,0.2897
-55.257274,-10.615449,18,vegetation,0.6085,0.0349,0.0319,0.1318,0.1509,0.0421
35.114374,-41.739479,18,agriculture,0.0484,0.1051,0.0757,0.0038,0.5884,0.1786
12.199485,-69.020807,18,bare_land,0.0114,0.4684,0.0261,0.4239,0.0328,0.0374
-0.32891,-154.383786,18,forest,0.1975,0.1326,0.0217,0.0468,0.0121,0.5893
19.356477,136.113938,18,bare_land,0.0674,0.569,0.2303,0.0371,0.0499,0.0462
-30.29942,30.217822,18,vegetation,0.5151,0.0786,0.0704,0.0332,0.0182,0.2845
-29.522465,-74.691299,18,agriculture,0.1251,0.1433,0.0162,0.0519,0.5578,0.1057
31.092763,-89.53372,18,vegetation,0.3794,0.1415,0.1741,0.0967,0.0673,0.1411
44.017348,128.223361,18,agriculture,0.0945,0.1254,0.0167,0.0227,0.6524,0.0883
32.090855,156.073547,18,urban,0.0572,0.061,0.0923,0.636,0.0618,0.0917
8.963378,78.33066,18,forest,0.0987,0.0761,0.1287,0.0236,0.0025,0.6704
-57.598181,-178.212159,18,vegetation,0.4846,0.1315,0.0774,0.2297,0.0068,0.0701
45.836318,106.400803,18,agriculture,0.1228,0.0871,0.1049,0.0251,0.5755,0.0847
-57.805882,164.724762,18,bare_land,0.2303,0.5174,0.0911,0.0036,0.0624,0.0952
42.444069,-10.792346,18,agriculture,0.0223,0.0998,0.0503,0.2486,0.5085,0.0706
7.548337,127.80102,18,forest,0.077,0.1911,0.0029,0.0558,0.2803,0.3929
36.807762,-24.288995,18,urban,0.0259,0.0123,0.1814,0.6826,0.0195,0.0782
-37.232811,-48.678872,18,vegetation,0.6435,0.045,0.0301,0.1306,0.0256,0.1253
-6.201066,131.281653,18,forest,0.1257,0.0623,0.0783,0.0336,0.0542,0.6459
-6.300041,27.058286,18,vegetation,0.5699,0.1875,0.1506,0.0044,0.0212,0.0664
28.042241,54.762677,18,agriculture,0.2293,0.0884,0.0593,0.0339,0.5197,0.0693
-2.241794,116.95796,18,vegetation,0.4451,0.1972,0.0526,0.2204,0.0539,0.0307
-53.351386,168.934794,18,bare_land,0.1039,0.594,0.0106,0.0316,0.2447,0.0151
16.787942,102.326013,18,urban,0.1399,0.0201,0.0381,0.568,0.0345,0.1995
59.203398,-102.070942,18,vegetation,0.6824,0.0848,0.0006,0.0215,0.1301,0.0806
-19.580541,60.87741,18,agriculture,0.1242,0.0862,0.176,0.0414,0.4866,0.0855
-19.408322,-82.264657,18,bare_land,0.2167,0.3511,0.3663,0.004,0.0616,0.0002
54.241711,100.924903,18,vegetation,0.4062,0.2792,0.0343,0.1062,0.1317,0.0424
32.956916,-9.071037,18,urban,0.0322,0.2396,0.0261,0.4644,0.0863,0.1514
9.728242,-81.827146,18,vegetation,0.6074,0.0922,0.0661,0.0091,0.0859,0.1393
51.015011,111.944326,18,bare_land,0.0701,0.6258,0.0445,0.0593,0.0811,0.1192
4.914887,50.912954,18,forest,0.0329,0.1765,0.0707,0.2029,0.0982,0.4188
36.236151,-24.35325,18,agriculture,0.0674,0.158,0.0282,0.1666,0.5174,0.0624
-1.083295,-28.772971,18,forest,0.0292,0.0213,0.0368,0.2205,0.1446,0.5475
9.83303,-172.185527,18,forest,0.0133,0.0516,0.0617,0.0166,0.2258,0.631
-51.125067,-26.24698,18,vegetation,0.5356,0.0967,0.1254,0.001,0.0136,0.2278
-54.470275,8.598899,18,bare_land,0.0106,0.4255,0.1663,0.2465,0.0649,0.0862
-34.979965,97.483448,18,vegetation,0.4311,0.0999,0.146,0.227,0.0166,0.0794
33.604638,44.466405,18,agriculture,0.0412,0.1197,0.0123,0.0904,0.5433,0.1931
13.295816,-137.583731,18,urban,0.016,0.1063,0.1106,0.593,0.1338,0.0402
-51.819442,-141.487632,18,bare_land,0.1201,0.5437,0.2932,0.0042,0.0359,0.003
10.814817,-145.480241,18,bare_land,0.0116,0.5787,0.0679,0.0177,0.2456,0.0785
29.921591,-158.558373,18,agriculture,0.1689,0.0208,0.0002,0.0645,0.561,0.1845
-41.498039,26.624961,18,vegetation,0.6395,0.0749,0.0987,0.0274,0.1164,0.0431
21.112281,138.650165,18,agriculture,0.0823,0.0196,0.0781,0.0644,0.6603,0.0953
-31.041445,46.010988,18,urban,0.0203,0.0717,0.1841,0.6223,0.0322,0.0694
44.904015,-9.036674,18,agriculture,0.0306,0.0019,0.0513,0.1025,0.5893,0.2242
-40.993977,-163.230113,18,vegetation,0.4734,0.0832,0.0632,0.0872,0.0857,0.2073
41.028098,48.127529,18,urban,0.0544,0.1393,0.0682,0.6209,0.0998,0.0174
26.243545,94.426631,18,agriculture,0.1068,0.1196,0.0263,0.0429,0.5562,0.1482
-27.791879,34.024752,18,bare_land,0.1552,0.6493,0.0132,0.0092,0.1617,0.0114
-0.256389,13.814775,18,vegetation,0.3682,0.0114,0.2283,0.2558,0.0554,0.0809
11.616997,131.832029,18,agriculture,0.1522,0.1104,0.1392,0.0493,0.4597,0.0892
-51.082964,4.965319,18,bare_land,0.013,0.3564,0.0369,0.2463,0.2804,0.0671
-47.725855,-155.137931,18,urban,0.0213,0.0728,0.0119,0.6215,0.1919,0.0807
51.10772,-27.960035,18,vegetation,0.5352,0.0463,0.0569,0.063,0.1221,0.1765
-56.404296,29.678332,18,vegetation,0.4232,0.0364,0.0094,0.3691,0.094,0.0679
1.338879,-47.023734,18,forest,0.0204,0.0121,0.0452,0.261,0.0162,0.6452
-54.44142,71.047138,18,bare_land,0.058,0.6955,0.0258,0.1272,0.0646,0.0289
-5.878629,-30.652966,18,vegetation,0.6307,0.0025,0.2581,0.0879,0.0204,0.0004
24.023784,179.165385,18,agriculture,0.1226,0.1542,0.0878,0.1152,0.4246,0.0956
-54.685313,122.925443,18,bare_land,0.0964,0.3842,0.0094,0.0724,0.3644,0.0732
39.25033,172.617345,18,urban,0.056,0.1992,0.0599,0.6485,0.008,0.0284
-58.13394,-179.968934,18,bare_land,0.1557,0.4231,0.0642,0.026,0.1535,0.1774
-11.656802,-118.414499,18,urban,0.0459,0.0889,0.1583,0.4596,0.2203,0.027
-55.028885,-80.371069,18,vegetation,0.3792,0.0192,0.4223,0.0465,0.0272,0.1055
54.82251,-57.973751,18,bare_land,0.1928,0.663,0.0457,0.013,0.0594,0.026
-20.642641,168.122248,18,urban,0.0767,0.1295,0.19,0.4923,0.0254,0.086
35.860508,73.00183,18,vegetation,0.6288,0.1622,0.0177,0.0036,0.1807,0.007
-54.037752,-62.159539,18,vegetation,0.4816,0.0877,0.0766,0.0172,0.2527,0.0843
-22.846166,131.369105,18,bare_land,0.2136,0.4854,0.1276,0.0151,0.0949,0.0634
-46.844495,82.407097,18,vegetation,0.4681,0.0563,0.0808,0.1281,0.0104,0.2562
-0.12013,105.600401,18,forest,0.0252,0.0189,0.3311,0.0622,0.0161,0.5466
-57.472649,-152.770089,18,vegetation,0.5849,0.147,0.0564,0.0276,0.1271,0.0569
-11.820781,85.686081,18,agriculture,0.0164,0.079,0.0066,0.0128,0.6476,0.2375
48.277025,146.209295,18,vegetation,0.6113,0.2426,0.0484,0.0066,0.0616,0.0294
-0.757778,46.496152,18,vegetation,0.595,0.0262,0.0658,0.2397,0.0117,0.0615
20.289799,56.853399,18,bare_land,0.0218,0.4937,0.1058,0.185,0.1906,0.0031
-42.842454,-157.403362,18,urban,0.1335,0.0951,0.1672,0.5472,0.0239,0.0331
-6.56578,-42.425375,18,vegetation,0.5037,0.0053,0.0334,0.0927,0.0816,0.2833
